test_03.jpg,0,circle,0.195,0.2844,0.2362,0.4178,0,0,1.0
test_03.jpg,0,circle,0.195,0.2844,0.2362,0.4178,0,0,1.0
test_04.jpg,0,circle,0.544,0.328,0.2111,0.324,0,0,1.0
test_04.jpg,0,circle,0.544,0.328,0.2111,0.324,0,0,1.0
test_04.jpg,0,triangle,0.728,0.16,0.0785,0.244,0,0,1.0
test_05.jpg,0,rectangle,0.5297,0.8377,0.0953,0.1237,0,0,1.0
test_05.jpg,0,circle,0.3797,0.1014,0.2641,0.4239,0,0,1.0
test_06.jpg,0,triangle,0.7997,0.6791,0.1435,0.238,0,0,1.0
test_06.jpg,0,triangle,0.7997,0.6791,0.1435,0.238,0,0,1.0
test_06.jpg,0,circle,0.2429,0.6604,0.0536,0.1257,0,0,1.0
test_06.jpg,0,circle,0.2429,0.6604,0.0536,0.1257,0,0,1.0
test_06.jpg,0,circle,0.3612,0.5775,0.1356,0.4225,0,0,1.0
test_06.jpg,0,circle,0.2366,0.377,0.071,0.1765,0,0,1.0
test_06.jpg,0,circle,0.795,0.369,0.2035,0.3476,0,0,1.0
test_06.jpg,0,circle,0.3754,0.3636,0.1088,0.2005,0,0,1.0
test_06.jpg,0,circle,0.3754,0.3636,0.1088,0.2005,0,0,1.0
test_06.jpg,0,circle,0.5426,0.1818,0.2571,0.4439,0,0,1.0
test_06.jpg,0,circle,0.5426,0.1818,0.2571,0.4439,0,0,1.0
test_06.jpg,0,circle,0.4858,0.1471,0.0789,0.1898,0,0,1.0
test_06.jpg,0,circle,0.4858,0.1471,0.0789,0.1898,0,0,1.0
test_07.jpg,0,circle,0.7102,0.5742,0.1088,0.2153,0,0,1.0
test_07.jpg,0,circle,0.6728,0.2775,0.0951,0.2249,0,0,1.0
test_07.jpg,0,circle,0.6728,0.2775,0.0951,0.2249,0,0,1.0
test_08.jpg,0,circle,0.8286,0.6501,0.0206,0.0623,0,0,1.0
test_08.jpg,0,circle,0.3659,0.4008,0.6127,0.5483,0,0,1.0
test_08.jpg,0,circle,0.3659,0.4008,0.6127,0.5483,0,0,1.0
test_08.jpg,0,circle,0.6298,0.2952,0.1637,0.0738,0,0,1.0
test_08.jpg,0,circle,0.545,0.2557,0.018,0.0992,0,0,1.0
test_08.jpg,0,circle,0.4524,0.056,0.0891,0.215,0,0,1.0
test_09.jpg,0,circle,0.712,0.5013,0.054,0.1154,0,0,1.0
test_09.jpg,0,circle,0.931,0.2705,0.061,0.0397,0,0,1.0
test_09.jpg,0,triangle,0.164,0.2269,0.329,0.3833,0,0,1.0
test_09.jpg,0,triangle,0.164,0.2269,0.329,0.3833,0,0,1.0
test_010.jpg,0,triangle,0.1595,0.2096,0.3,0.4731,0,0,1.0
test_010.jpg,0,triangle,0.1595,0.2096,0.3,0.4731,0,0,1.0
test_011.jpg,0,circle,0.263,0.8883,0.1272,0.11,0,0,1.0
test_011.jpg,0,circle,0.6207,0.7233,0.0652,0.2071,0,0,1.0
test_011.jpg,0,rectangle,0.5054,0.4175,0.0424,0.055,0,0,1.0
test_011.jpg,0,circle,0.5826,0.4045,0.112,0.1521,0,0,1.0
test_011.jpg,0,circle,0.5826,0.4045,0.112,0.1521,0,0,1.0
test_011.jpg,0,circle,0.5826,0.4045,0.112,0.1521,0,0,1.0
test_011.jpg,0,triangle,0.4304,0.3997,0.0717,0.089,0,0,1.0
test_011.jpg,0,triangle,0.4304,0.3997,0.0717,0.089,0,0,1.0
test_011.jpg,0,circle,0.2467,0.3916,0.1402,0.1327,0,0,1.0
test_011.jpg,0,circle,0.4315,0.3819,0.1402,0.2071,0,0,1.0
test_011.jpg,0,circle,0.4315,0.3819,0.1402,0.2071,0,0,1.0
test_012.jpg,0,circle,0.3033,0.3467,0.395,0.39,0,0,1.0
test_014.jpg,0,triangle,0.3882,0.3392,0.2118,0.2809,0,0,1.0
test_015.jpg,0,circle,0.448,0.184,0.116,0.272,0,0,1.0
test_015.jpg,0,circle,0.448,0.184,0.116,0.272,0,0,1.0
test_016.jpg,0,circle,0.1494,0.1885,0.0671,0.2231,0,0,1.0
test_018.jpg,0,circle,0.1943,0.26,0.6095,0.4329,0,0,1.0
test_019.jpg,0,circle,0.5406,0.6159,0.1672,0.1127,0,0,1.0
test_019.jpg,0,circle,0.2859,0.428,0.325,0.524,0,0,1.0
test_020.jpg,0,circle,0.2562,0.6626,0.0688,0.0802,0,0,1.0
test_021.jpg,0,circle,0.8539,0.51,0.0233,0.023,0,0,1.0
test_021.jpg,0,circle,0.1823,0.3987,0.0887,0.1025,0,0,1.0
test_02.jpg,0,triangle,0.8714,0.812,0.1272,0.17,0,0,1.0
test_02.jpg,0,circle,0.1245,0.292,0.1055,0.09,0,0,1.0
test_02.jpg,0,circle,0.0135,0.208,0.4858,0.466,0,0,1.0
test_02.jpg,0,circle,0.5399,0.096,0.1421,0.138,0,0,1.0
test_03.jpg,0,circle,0.195,0.2844,0.2362,0.4178,0,0,1.0
test_03.jpg,0,circle,0.195,0.2844,0.2362,0.4178,0,0,1.0
test_04.jpg,0,circle,0.544,0.328,0.2111,0.324,0,0,1.0
test_04.jpg,0,circle,0.544,0.328,0.2111,0.324,0,0,1.0
test_04.jpg,0,triangle,0.728,0.16,0.0785,0.244,0,0,1.0
test_05.jpg,0,rectangle,0.5297,0.8377,0.0953,0.1237,0,0,1.0
